gameId,playId,gun0jersey,gun0x,gun0y,gun1jersey,gun1x,gun1y,end_x,end_y,gun2jersey,gun2x,gun2y,gun3jersey,gun3x,gun3y
2018090600,366,18.0,17.020000457763672,47.56999969482422,29.0,17.059999465942383,6.159999847412109,72.61,39.18,,,,,,
2018090600,872,18.0,43.650001525878906,46.599998474121094,29.0,43.86000061035156,6.75,97.17,39.47,,,,,,
2018090600,973,28.0,19.739999771118164,5.96999979019165,83.0,19.829999923706055,46.060001373291016,68.9,48.79,,,,,,
2018090600,1850,18.0,39.959999084472656,46.2933349609375,29.0,39.650001525878906,7.803333282470703,98.33,10.213333,,,,,,
2018090600,1989,28.0,35.09000015258789,6.010000228881836,83.0,34.9900016784668,43.2599983215332,91.77,35.94,,,,,,
2018090600,2406,18.0,51.0099983215332,46.24333190917969,29.0,50.95000076293945,6.243333339691162,90.53,29.573334,,,,,,
2018090600,2599,28.0,35.29999923706055,6.269999980926514,83.0,35.189998626708984,44.290000915527344,82.02,42.04,,,,,,
2018090600,3026,17.0,49.040000915527344,45.11000061035156,28.0,49.15999984741211,6.420000076293945,85.08,41.61,,,,,,
2018090600,3225,17.0,39.150001525878906,44.34000015258789,28.0,38.97999954223633,5.159999847412109,78.49,43.53,82.0,38.540000915527344,24.600000381469727,,,
2018090600,3736,18.0,30.200000762939453,47.560001373291016,29.0,29.899999618530273,5.840000152587891,71.87,46.2,,,,,,
2018090600,3868,17.0,37.95000076293945,44.61333465576172,28.0,37.849998474121094,5.973333358764648,89.63,21.003334,,,,,,
2018090900,485,26.0,37.18000030517578,6.263333320617676,30.0,36.70000076293945,42.03333282470703,83.39,8.463333,,,,,,
2018090900,575,10.0,35.060001373291016,5.300000190734863,26.0,34.18000030517578,44.529998779296875,90.69,48.9,,,,,,
2018090900,674,26.0,26.56999969482422,7.173333168029785,30.0,26.530000686645508,46.96333312988281,78.53,15.193334,,,,,,
2018090900,1136,26.0,30.90999984741211,8.920000076293945,30.0,30.270000457763672,46.220001220703125,79.88,28.12,,,,,,
2018090900,1360,26.0,29.729999542236328,7.21999979019165,30.0,29.110000610351562,43.119998931884766,80.46,23.87,,,,,,
2018090900,1772,10.0,49.02000045776367,5.793333530426025,26.0,48.459999084472656,45.95333480834961,97.2,33.323334,,,,,,
2018090900,2097,26.0,36.189998626708984,7.480000019073486,30.0,35.0099983215332,43.209999084472656,95.73,52.65,,,,,,
2018090900,2996,26.0,32.709999084472656,8.220000267028809,30.0,32.560001373291016,47.099998474121094,80.0,54.52,,,,,,
2018090900,3079,10.0,31.920000076293945,6.193333148956299,26.0,31.209999084472656,47.893333435058594,78.26,27.923334,,,,,,
2018090900,3655,26.0,49.459999084472656,46.43000030517578,28.0,50.11000061035156,8.869999885559082,100.24,49.09,,,,,,
2018090900,3851,26.0,43.40999984741211,7.163333415985107,30.0,43.54999923706055,42.42333221435547,85.92,8.543333,,,,,,
2018090900,4325,26.0,55.810001373291016,6.853333473205566,30.0,55.47999954223633,42.93333435058594,99.92,10.153334,,,,,,
2018090900,4464,10.0,25.8799991607666,6.489999771118164,26.0,24.6200008392334,44.68000030517578,76.75,51.32,,,,,,
